datetime,ltc,ds
2019-05-28 06:00:00,113.05,2019-05-28 06:00:00
2019-05-28 07:00:00,114.46,2019-05-28 07:00:00
2019-05-28 08:00:00,114.78,2019-05-28 08:00:00
2019-05-28 09:00:00,114.74,2019-05-28 09:00:00
2019-05-28 10:00:00,114.13,2019-05-28 10:00:00
2019-05-28 11:00:00,115.5,2019-05-28 11:00:00
2019-05-28 12:00:00,114.0,2019-05-28 12:00:00
2019-05-28 13:00:00,112.97,2019-05-28 13:00:00
2019-05-28 14:00:00,114.61,2019-05-28 14:00:00
2019-05-28 15:00:00,114.5,2019-05-28 15:00:00
2019-05-28 16:00:00,113.56,2019-05-28 16:00:00
2019-05-28 17:00:00,115.45,2019-05-28 17:00:00
2019-05-28 18:00:00,115.36,2019-05-28 18:00:00
2019-05-28 19:00:00,115.03,2019-05-28 19:00:00
2019-05-28 20:00:00,115.04,2019-05-28 20:00:00
2019-05-28 21:00:00,115.09,2019-05-28 21:00:00
2019-05-28 22:00:00,114.79,2019-05-28 22:00:00
2019-05-28 23:00:00,114.92,2019-05-28 23:00:00
2019-05-29 00:00:00,113.52,2019-05-29 00:00:00
2019-05-29 01:00:00,113.0,2019-05-29 01:00:00
2019-05-29 02:00:00,113.04,2019-05-29 02:00:00
2019-05-29 03:00:00,113.33,2019-05-29 03:00:00
2019-05-29 04:00:00,112.4,2019-05-29 04:00:00
2019-05-29 05:00:00,110.5,2019-05-29 05:00:00
2019-05-29 06:00:00,111.3,2019-05-29 06:00:00
2019-05-29 07:00:00,111.85,2019-05-29 07:00:00
2019-05-29 08:00:00,113.8,2019-05-29 08:00:00
2019-05-29 09:00:00,113.83,2019-05-29 09:00:00
2019-05-29 10:00:00,115.42,2019-05-29 10:00:00
2019-05-29 11:00:00,114.36,2019-05-29 11:00:00
2019-05-29 12:00:00,115.55,2019-05-29 12:00:00
2019-05-29 13:00:00,117.52,2019-05-29 13:00:00
2019-05-29 14:00:00,116.99,2019-05-29 14:00:00
2019-05-29 15:00:00,116.97,2019-05-29 15:00:00
2019-05-29 16:00:00,117.76,2019-05-29 16:00:00
2019-05-29 17:00:00,117.2,2019-05-29 17:00:00
2019-05-29 18:00:00,117.45,2019-05-29 18:00:00
2019-05-29 19:00:00,117.47,2019-05-29 19:00:00
2019-05-29 20:00:00,115.69,2019-05-29 20:00:00
2019-05-29 21:00:00,116.01,2019-05-29 21:00:00
2019-05-29 22:00:00,116.16,2019-05-29 22:00:00
2019-05-29 23:00:00,114.71,2019-05-29 23:00:00
2019-05-30 00:00:00,117.33,2019-05-30 00:00:00
2019-05-30 01:00:00,114.92,2019-05-30 01:00:00
2019-05-30 02:00:00,114.86,2019-05-30 02:00:00
2019-05-30 03:00:00,116.99,2019-05-30 03:00:00
2019-05-30 04:00:00,117.74,2019-05-30 04:00:00
2019-05-30 05:00:00,116.5,2019-05-30 05:00:00
2019-05-30 06:00:00,117.35,2019-05-30 06:00:00
2019-05-30 07:00:00,117.2,2019-05-30 07:00:00
2019-05-30 08:00:00,116.15,2019-05-30 08:00:00
2019-05-30 09:00:00,116.96,2019-05-30 09:00:00
2019-05-30 10:00:00,116.91,2019-05-30 10:00:00
2019-05-30 11:00:00,116.83,2019-05-30 11:00:00
2019-05-30 12:00:00,116.61,2019-05-30 12:00:00
2019-05-30 13:00:00,116.56,2019-05-30 13:00:00
2019-05-30 14:00:00,116.99,2019-05-30 14:00:00
2019-05-30 15:00:00,119.53,2019-05-30 15:00:00
2019-05-30 16:00:00,114.31,2019-05-30 16:00:00
2019-05-30 17:00:00,112.75,2019-05-30 17:00:00
2019-05-30 18:00:00,114.1,2019-05-30 18:00:00
2019-05-30 19:00:00,113.67,2019-05-30 19:00:00
2019-05-30 20:00:00,110.5,2019-05-30 20:00:00
2019-05-30 21:00:00,107.05,2019-05-30 21:00:00
2019-05-30 22:00:00,107.53,2019-05-30 22:00:00
2019-05-30 23:00:00,108.37,2019-05-30 23:00:00
2019-05-31 00:00:00,108.57,2019-05-31 00:00:00
2019-05-31 01:00:00,108.47,2019-05-31 01:00:00
2019-05-31 02:00:00,108.0,2019-05-31 02:00:00
2019-05-31 03:00:00,107.45,2019-05-31 03:00:00
2019-05-31 04:00:00,105.03,2019-05-31 04:00:00
2019-05-31 05:00:00,106.9,2019-05-31 05:00:00
2019-05-31 06:00:00,107.16,2019-05-31 06:00:00
2019-05-31 07:00:00,106.98,2019-05-31 07:00:00
2019-05-31 08:00:00,106.42,2019-05-31 08:00:00
2019-05-31 09:00:00,106.84,2019-05-31 09:00:00
2019-05-31 10:00:00,108.93,2019-05-31 10:00:00
2019-05-31 11:00:00,107.48,2019-05-31 11:00:00
2019-05-31 12:00:00,109.75,2019-05-31 12:00:00
2019-05-31 13:00:00,110.11,2019-05-31 13:00:00
2019-05-31 14:00:00,110.86,2019-05-31 14:00:00
2019-05-31 15:00:00,108.96,2019-05-31 15:00:00
2019-05-31 16:00:00,109.41,2019-05-31 16:00:00
2019-05-31 17:00:00,110.29,2019-05-31 17:00:00
2019-05-31 18:00:00,110.16,2019-05-31 18:00:00
2019-05-31 19:00:00,110.57,2019-05-31 19:00:00
2019-05-31 20:00:00,111.22,2019-05-31 20:00:00
2019-05-31 21:00:00,112.64,2019-05-31 21:00:00
2019-05-31 22:00:00,113.17,2019-05-31 22:00:00
2019-05-31 23:00:00,113.17,2019-05-31 23:00:00
2019-06-01 00:00:00,113.17,2019-06-01 00:00:00
2019-06-01 01:00:00,113.17,2019-06-01 01:00:00
2019-06-01 02:00:00,113.17,2019-06-01 02:00:00
2019-06-01 03:00:00,114.75,2019-06-01 03:00:00
2019-06-01 04:00:00,115.0,2019-06-01 04:00:00
2019-06-01 05:00:00,112.61,2019-06-01 05:00:00
2019-06-01 06:00:00,113.52,2019-06-01 06:00:00
2019-06-01 07:00:00,114.2,2019-06-01 07:00:00
2019-06-01 08:00:00,114.21,2019-06-01 08:00:00
2019-06-01 09:00:00,114.01,2019-06-01 09:00:00
2019-06-01 10:00:00,113.92,2019-06-01 10:00:00
2019-06-01 11:00:00,114.12,2019-06-01 11:00:00
2019-06-01 12:00:00,113.97,2019-06-01 12:00:00
2019-06-01 13:00:00,113.61,2019-06-01 13:00:00
2019-06-01 14:00:00,112.52,2019-06-01 14:00:00
2019-06-01 15:00:00,113.0,2019-06-01 15:00:00
2019-06-01 16:00:00,113.51,2019-06-01 16:00:00
2019-06-01 17:00:00,113.01,2019-06-01 17:00:00
2019-06-01 18:00:00,113.06,2019-06-01 18:00:00
2019-06-01 19:00:00,112.28,2019-06-01 19:00:00
2019-06-01 20:00:00,113.05,2019-06-01 20:00:00
2019-06-01 21:00:00,113.45,2019-06-01 21:00:00
2019-06-01 22:00:00,114.3,2019-06-01 22:00:00
2019-06-01 23:00:00,112.94,2019-06-01 23:00:00
2019-06-02 00:00:00,113.53,2019-06-02 00:00:00
2019-06-02 01:00:00,113.49,2019-06-02 01:00:00
2019-06-02 02:00:00,113.14,2019-06-02 02:00:00
2019-06-02 03:00:00,113.37,2019-06-02 03:00:00
2019-06-02 04:00:00,112.59,2019-06-02 04:00:00
2019-06-02 05:00:00,113.37,2019-06-02 05:00:00
2019-06-02 06:00:00,113.33,2019-06-02 06:00:00
2019-06-02 07:00:00,115.38,2019-06-02 07:00:00
2019-06-02 08:00:00,115.39,2019-06-02 08:00:00
2019-06-02 09:00:00,115.79,2019-06-02 09:00:00
2019-06-02 10:00:00,115.5,2019-06-02 10:00:00
2019-06-02 11:00:00,115.24,2019-06-02 11:00:00
2019-06-02 12:00:00,116.32,2019-06-02 12:00:00
2019-06-02 13:00:00,116.55,2019-06-02 13:00:00
2019-06-02 14:00:00,114.81,2019-06-02 14:00:00
2019-06-02 15:00:00,114.45,2019-06-02 15:00:00
2019-06-02 16:00:00,114.6,2019-06-02 16:00:00
2019-06-02 17:00:00,114.18,2019-06-02 17:00:00
2019-06-02 18:00:00,114.52,2019-06-02 18:00:00
2019-06-02 19:00:00,113.36,2019-06-02 19:00:00
2019-06-02 20:00:00,113.25,2019-06-02 20:00:00
2019-06-02 21:00:00,114.71,2019-06-02 21:00:00
2019-06-02 22:00:00,114.46,2019-06-02 22:00:00
2019-06-02 23:00:00,114.66,2019-06-02 23:00:00
2019-06-03 00:00:00,113.98,2019-06-03 00:00:00
2019-06-03 01:00:00,114.45,2019-06-03 01:00:00
2019-06-03 02:00:00,114.61,2019-06-03 02:00:00
2019-06-03 03:00:00,115.65,2019-06-03 03:00:00
2019-06-03 04:00:00,115.55,2019-06-03 04:00:00
2019-06-03 05:00:00,114.19,2019-06-03 05:00:00
2019-06-03 06:00:00,113.3,2019-06-03 06:00:00
2019-06-03 07:00:00,111.33,2019-06-03 07:00:00
2019-06-03 08:00:00,112.22,2019-06-03 08:00:00
2019-06-03 09:00:00,111.8,2019-06-03 09:00:00
2019-06-03 10:00:00,113.1,2019-06-03 10:00:00
2019-06-03 11:00:00,112.65,2019-06-03 11:00:00
2019-06-03 12:00:00,112.6,2019-06-03 12:00:00
2019-06-03 13:00:00,111.48,2019-06-03 13:00:00
2019-06-03 14:00:00,109.58,2019-06-03 14:00:00
2019-06-03 15:00:00,111.3,2019-06-03 15:00:00
2019-06-03 16:00:00,112.46,2019-06-03 16:00:00
2019-06-03 17:00:00,110.68,2019-06-03 17:00:00
2019-06-03 18:00:00,111.55,2019-06-03 18:00:00
2019-06-03 19:00:00,112.04,2019-06-03 19:00:00
2019-06-03 20:00:00,111.64,2019-06-03 20:00:00
2019-06-03 21:00:00,111.3,2019-06-03 21:00:00
2019-06-03 22:00:00,110.2,2019-06-03 22:00:00
2019-06-03 23:00:00,106.27,2019-06-03 23:00:00
2019-06-04 00:00:00,105.14,2019-06-04 00:00:00
2019-06-04 01:00:00,105.28,2019-06-04 01:00:00
2019-06-04 02:00:00,105.32,2019-06-04 02:00:00
2019-06-04 03:00:00,102.0,2019-06-04 03:00:00
2019-06-04 04:00:00,104.0,2019-06-04 04:00:00
2019-06-04 05:00:00,103.27,2019-06-04 05:00:00
2019-06-04 06:00:00,101.5,2019-06-04 06:00:00
2019-06-04 07:00:00,102.39,2019-06-04 07:00:00
2019-06-04 08:00:00,103.47,2019-06-04 08:00:00
2019-06-04 09:00:00,104.89,2019-06-04 09:00:00
2019-06-04 10:00:00,105.07,2019-06-04 10:00:00
2019-06-04 11:00:00,104.13,2019-06-04 11:00:00
2019-06-04 12:00:00,104.69,2019-06-04 12:00:00
2019-06-04 13:00:00,105.21,2019-06-04 13:00:00
2019-06-04 14:00:00,104.64,2019-06-04 14:00:00
2019-06-04 15:00:00,104.22,2019-06-04 15:00:00
2019-06-04 16:00:00,104.0,2019-06-04 16:00:00
2019-06-04 17:00:00,100.33,2019-06-04 17:00:00
2019-06-04 18:00:00,100.99,2019-06-04 18:00:00
2019-06-04 19:00:00,99.25,2019-06-04 19:00:00
2019-06-04 20:00:00,101.13,2019-06-04 20:00:00
2019-06-04 21:00:00,98.16,2019-06-04 21:00:00
2019-06-04 22:00:00,100.86,2019-06-04 22:00:00
2019-06-04 23:00:00,102.0,2019-06-04 23:00:00
2019-06-05 00:00:00,102.0,2019-06-05 00:00:00
2019-06-05 01:00:00,101.72,2019-06-05 01:00:00
2019-06-05 02:00:00,103.07,2019-06-05 02:00:00
2019-06-05 03:00:00,102.96,2019-06-05 03:00:00
2019-06-05 04:00:00,102.12,2019-06-05 04:00:00
2019-06-05 05:00:00,101.7,2019-06-05 05:00:00
2019-06-05 06:00:00,101.81,2019-06-05 06:00:00
2019-06-05 07:00:00,103.91,2019-06-05 07:00:00
2019-06-05 08:00:00,103.73,2019-06-05 08:00:00
2019-06-05 09:00:00,103.96,2019-06-05 09:00:00
2019-06-05 10:00:00,104.82,2019-06-05 10:00:00
2019-06-05 11:00:00,103.0,2019-06-05 11:00:00
2019-06-05 12:00:00,102.51,2019-06-05 12:00:00
2019-06-05 13:00:00,102.34,2019-06-05 13:00:00
2019-06-05 14:00:00,101.33,2019-06-05 14:00:00
2019-06-05 15:00:00,100.94,2019-06-05 15:00:00
2019-06-05 16:00:00,102.72,2019-06-05 16:00:00
2019-06-05 17:00:00,102.9,2019-06-05 17:00:00
2019-06-05 18:00:00,102.93,2019-06-05 18:00:00
2019-06-05 19:00:00,103.05,2019-06-05 19:00:00
2019-06-05 20:00:00,102.45,2019-06-05 20:00:00
2019-06-05 21:00:00,103.41,2019-06-05 21:00:00
2019-06-05 22:00:00,103.51,2019-06-05 22:00:00
2019-06-05 23:00:00,103.74,2019-06-05 23:00:00
2019-06-06 00:00:00,103.97,2019-06-06 00:00:00
2019-06-06 01:00:00,104.5,2019-06-06 01:00:00
2019-06-06 02:00:00,104.91,2019-06-06 02:00:00
2019-06-06 03:00:00,105.48,2019-06-06 03:00:00
2019-06-06 04:00:00,104.64,2019-06-06 04:00:00
2019-06-06 05:00:00,103.88,2019-06-06 05:00:00
2019-06-06 06:00:00,104.61,2019-06-06 06:00:00
2019-06-06 07:00:00,103.63,2019-06-06 07:00:00
2019-06-06 08:00:00,103.99,2019-06-06 08:00:00
2019-06-06 09:00:00,104.1,2019-06-06 09:00:00
2019-06-06 10:00:00,104.17,2019-06-06 10:00:00
2019-06-06 11:00:00,104.66,2019-06-06 11:00:00
2019-06-06 12:00:00,103.39,2019-06-06 12:00:00
2019-06-06 13:00:00,102.97,2019-06-06 13:00:00
2019-06-06 14:00:00,101.32,2019-06-06 14:00:00
2019-06-06 15:00:00,103.1,2019-06-06 15:00:00
2019-06-06 16:00:00,104.38,2019-06-06 16:00:00
2019-06-06 17:00:00,102.82,2019-06-06 17:00:00
2019-06-06 18:00:00,103.22,2019-06-06 18:00:00
2019-06-06 19:00:00,103.6,2019-06-06 19:00:00
2019-06-06 20:00:00,104.9,2019-06-06 20:00:00
2019-06-06 21:00:00,109.02,2019-06-06 21:00:00
2019-06-06 22:00:00,110.4,2019-06-06 22:00:00
2019-06-06 23:00:00,111.51,2019-06-06 23:00:00
2019-06-07 00:00:00,110.55,2019-06-07 00:00:00
2019-06-07 01:00:00,110.72,2019-06-07 01:00:00
2019-06-07 02:00:00,110.73,2019-06-07 02:00:00
2019-06-07 03:00:00,110.76,2019-06-07 03:00:00
2019-06-07 04:00:00,110.76,2019-06-07 04:00:00
2019-06-07 05:00:00,111.54,2019-06-07 05:00:00
2019-06-07 06:00:00,114.37,2019-06-07 06:00:00
2019-06-07 07:00:00,113.83,2019-06-07 07:00:00
2019-06-07 08:00:00,113.01,2019-06-07 08:00:00
2019-06-07 09:00:00,113.62,2019-06-07 09:00:00
2019-06-07 10:00:00,113.09,2019-06-07 10:00:00
2019-06-07 11:00:00,113.42,2019-06-07 11:00:00
2019-06-07 12:00:00,114.34,2019-06-07 12:00:00
2019-06-07 13:00:00,116.25,2019-06-07 13:00:00
2019-06-07 14:00:00,115.29,2019-06-07 14:00:00
2019-06-07 15:00:00,116.24,2019-06-07 15:00:00
2019-06-07 16:00:00,119.53,2019-06-07 16:00:00
2019-06-07 17:00:00,119.11,2019-06-07 17:00:00
2019-06-07 18:00:00,120.79,2019-06-07 18:00:00
2019-06-07 19:00:00,116.14,2019-06-07 19:00:00
2019-06-07 20:00:00,114.86,2019-06-07 20:00:00
2019-06-07 21:00:00,116.34,2019-06-07 21:00:00
2019-06-07 22:00:00,118.16,2019-06-07 22:00:00
2019-06-07 23:00:00,118.14,2019-06-07 23:00:00
2019-06-08 00:00:00,118.5,2019-06-08 00:00:00
2019-06-08 01:00:00,116.4,2019-06-08 01:00:00
2019-06-08 02:00:00,117.25,2019-06-08 02:00:00
2019-06-08 03:00:00,117.0,2019-06-08 03:00:00
2019-06-08 04:00:00,117.32,2019-06-08 04:00:00
2019-06-08 05:00:00,116.57,2019-06-08 05:00:00
2019-06-08 06:00:00,114.78,2019-06-08 06:00:00
2019-06-08 07:00:00,115.57,2019-06-08 07:00:00
2019-06-08 08:00:00,117.28,2019-06-08 08:00:00
2019-06-08 09:00:00,117.45,2019-06-08 09:00:00
2019-06-08 10:00:00,116.66,2019-06-08 10:00:00
2019-06-08 11:00:00,117.7,2019-06-08 11:00:00
2019-06-08 12:00:00,116.59,2019-06-08 12:00:00
2019-06-08 13:00:00,117.14,2019-06-08 13:00:00
2019-06-08 14:00:00,115.53,2019-06-08 14:00:00
2019-06-08 15:00:00,115.79,2019-06-08 15:00:00
2019-06-08 16:00:00,115.02,2019-06-08 16:00:00
2019-06-08 17:00:00,115.33,2019-06-08 17:00:00
2019-06-08 18:00:00,115.66,2019-06-08 18:00:00
2019-06-08 19:00:00,115.26,2019-06-08 19:00:00
2019-06-08 20:00:00,117.99,2019-06-08 20:00:00
2019-06-08 21:00:00,118.68,2019-06-08 21:00:00
2019-06-08 22:00:00,118.79,2019-06-08 22:00:00
2019-06-08 23:00:00,118.63,2019-06-08 23:00:00
2019-06-09 00:00:00,117.23,2019-06-09 00:00:00
2019-06-09 01:00:00,117.84,2019-06-09 01:00:00
2019-06-09 02:00:00,116.06,2019-06-09 02:00:00
2019-06-09 03:00:00,117.43,2019-06-09 03:00:00
2019-06-09 04:00:00,117.13,2019-06-09 04:00:00
2019-06-09 05:00:00,117.56,2019-06-09 05:00:00
2019-06-09 06:00:00,117.17,2019-06-09 06:00:00
2019-06-09 07:00:00,118.82,2019-06-09 07:00:00
2019-06-09 08:00:00,118.46,2019-06-09 08:00:00
2019-06-09 09:00:00,117.64,2019-06-09 09:00:00
2019-06-09 10:00:00,117.84,2019-06-09 10:00:00
2019-06-09 11:00:00,117.5,2019-06-09 11:00:00
2019-06-09 12:00:00,116.5,2019-06-09 12:00:00
2019-06-09 13:00:00,116.0,2019-06-09 13:00:00
2019-06-09 14:00:00,116.86,2019-06-09 14:00:00
2019-06-09 15:00:00,116.09,2019-06-09 15:00:00
2019-06-09 16:00:00,113.26,2019-06-09 16:00:00
2019-06-09 17:00:00,113.5,2019-06-09 17:00:00
2019-06-09 18:00:00,114.21,2019-06-09 18:00:00
2019-06-09 19:00:00,116.34,2019-06-09 19:00:00
2019-06-09 20:00:00,114.7,2019-06-09 20:00:00
2019-06-09 21:00:00,114.39,2019-06-09 21:00:00
2019-06-09 22:00:00,113.84,2019-06-09 22:00:00
2019-06-09 23:00:00,115.29,2019-06-09 23:00:00
2019-06-10 00:00:00,114.25,2019-06-10 00:00:00
2019-06-10 01:00:00,114.86,2019-06-10 01:00:00
2019-06-10 02:00:00,115.65,2019-06-10 02:00:00
2019-06-10 03:00:00,116.46,2019-06-10 03:00:00
2019-06-10 04:00:00,116.49,2019-06-10 04:00:00
2019-06-10 05:00:00,115.7,2019-06-10 05:00:00
2019-06-10 06:00:00,117.0,2019-06-10 06:00:00
2019-06-10 07:00:00,117.24,2019-06-10 07:00:00
2019-06-10 08:00:00,117.7,2019-06-10 08:00:00
2019-06-10 09:00:00,116.28,2019-06-10 09:00:00
2019-06-10 10:00:00,115.68,2019-06-10 10:00:00
2019-06-10 11:00:00,125.53,2019-06-10 11:00:00
2019-06-10 12:00:00,126.74,2019-06-10 12:00:00
2019-06-10 13:00:00,125.96,2019-06-10 13:00:00
2019-06-10 14:00:00,126.95,2019-06-10 14:00:00
2019-06-10 15:00:00,126.33,2019-06-10 15:00:00
2019-06-10 16:00:00,126.51,2019-06-10 16:00:00
2019-06-10 17:00:00,126.82,2019-06-10 17:00:00
2019-06-10 18:00:00,126.96,2019-06-10 18:00:00
2019-06-10 19:00:00,127.24,2019-06-10 19:00:00
2019-06-10 20:00:00,125.43,2019-06-10 20:00:00
2019-06-10 21:00:00,126.49,2019-06-10 21:00:00
2019-06-10 22:00:00,126.7,2019-06-10 22:00:00
2019-06-10 23:00:00,130.32,2019-06-10 23:00:00
2019-06-11 00:00:00,128.83,2019-06-11 00:00:00
2019-06-11 01:00:00,128.63,2019-06-11 01:00:00
2019-06-11 02:00:00,128.39,2019-06-11 02:00:00
2019-06-11 03:00:00,128.29,2019-06-11 03:00:00
2019-06-11 04:00:00,128.23,2019-06-11 04:00:00
2019-06-11 05:00:00,129.9,2019-06-11 05:00:00
2019-06-11 06:00:00,129.04,2019-06-11 06:00:00
2019-06-11 07:00:00,129.03,2019-06-11 07:00:00
2019-06-11 08:00:00,129.32,2019-06-11 08:00:00
2019-06-11 09:00:00,128.87,2019-06-11 09:00:00
2019-06-11 10:00:00,127.4,2019-06-11 10:00:00
2019-06-11 11:00:00,127.12,2019-06-11 11:00:00
2019-06-11 12:00:00,127.88,2019-06-11 12:00:00
2019-06-11 13:00:00,128.31,2019-06-11 13:00:00
2019-06-11 14:00:00,128.37,2019-06-11 14:00:00
2019-06-11 15:00:00,128.49,2019-06-11 15:00:00
2019-06-11 16:00:00,133.74,2019-06-11 16:00:00
2019-06-11 17:00:00,135.48,2019-06-11 17:00:00
2019-06-11 18:00:00,134.64,2019-06-11 18:00:00
2019-06-11 19:00:00,137.35,2019-06-11 19:00:00
2019-06-11 20:00:00,138.37,2019-06-11 20:00:00
2019-06-11 21:00:00,136.74,2019-06-11 21:00:00
2019-06-11 22:00:00,136.12,2019-06-11 22:00:00
2019-06-11 23:00:00,136.26,2019-06-11 23:00:00
2019-06-12 00:00:00,134.71,2019-06-12 00:00:00
2019-06-12 01:00:00,136.78,2019-06-12 01:00:00
2019-06-12 02:00:00,139.76,2019-06-12 02:00:00
2019-06-12 03:00:00,139.75,2019-06-12 03:00:00
2019-06-12 04:00:00,140.61,2019-06-12 04:00:00
2019-06-12 05:00:00,140.33,2019-06-12 05:00:00
2019-06-12 06:00:00,138.72,2019-06-12 06:00:00
2019-06-12 07:00:00,139.65,2019-06-12 07:00:00
2019-06-12 08:00:00,137.96,2019-06-12 08:00:00
2019-06-12 09:00:00,138.68,2019-06-12 09:00:00
2019-06-12 10:00:00,139.0,2019-06-12 10:00:00
2019-06-12 11:00:00,139.68,2019-06-12 11:00:00
2019-06-12 12:00:00,138.96,2019-06-12 12:00:00
2019-06-12 13:00:00,139.02,2019-06-12 13:00:00
2019-06-12 14:00:00,139.4,2019-06-12 14:00:00
2019-06-12 15:00:00,142.9,2019-06-12 15:00:00
2019-06-12 16:00:00,141.58,2019-06-12 16:00:00
2019-06-12 17:00:00,138.15,2019-06-12 17:00:00
2019-06-12 18:00:00,137.99,2019-06-12 18:00:00
2019-06-12 19:00:00,137.14,2019-06-12 19:00:00
2019-06-12 20:00:00,134.33,2019-06-12 20:00:00
2019-06-12 21:00:00,134.22,2019-06-12 21:00:00
2019-06-12 22:00:00,134.12,2019-06-12 22:00:00
2019-06-12 23:00:00,136.34,2019-06-12 23:00:00
2019-06-13 00:00:00,136.24,2019-06-13 00:00:00
2019-06-13 01:00:00,135.09,2019-06-13 01:00:00
2019-06-13 02:00:00,133.76,2019-06-13 02:00:00
2019-06-13 03:00:00,135.0,2019-06-13 03:00:00
2019-06-13 04:00:00,135.33,2019-06-13 04:00:00
2019-06-13 05:00:00,135.65,2019-06-13 05:00:00
2019-06-13 06:00:00,134.48,2019-06-13 06:00:00
2019-06-13 07:00:00,135.9,2019-06-13 07:00:00
2019-06-13 08:00:00,135.91,2019-06-13 08:00:00
2019-06-13 09:00:00,134.36,2019-06-13 09:00:00
2019-06-13 10:00:00,134.56,2019-06-13 10:00:00
2019-06-13 11:00:00,134.61,2019-06-13 11:00:00
2019-06-13 12:00:00,133.1,2019-06-13 12:00:00
2019-06-13 13:00:00,135.74,2019-06-13 13:00:00
2019-06-13 14:00:00,135.65,2019-06-13 14:00:00
2019-06-13 15:00:00,135.09,2019-06-13 15:00:00
2019-06-13 16:00:00,133.47,2019-06-13 16:00:00
2019-06-13 17:00:00,133.07,2019-06-13 17:00:00
2019-06-13 18:00:00,131.24,2019-06-13 18:00:00
2019-06-13 19:00:00,129.77,2019-06-13 19:00:00
2019-06-13 20:00:00,131.5,2019-06-13 20:00:00
2019-06-13 21:00:00,133.0,2019-06-13 21:00:00
2019-06-13 22:00:00,131.26,2019-06-13 22:00:00
2019-06-13 23:00:00,131.26,2019-06-13 23:00:00
2019-06-14 00:00:00,129.59,2019-06-14 00:00:00
2019-06-14 01:00:00,129.02,2019-06-14 01:00:00
2019-06-14 02:00:00,129.25,2019-06-14 02:00:00
2019-06-14 03:00:00,129.48,2019-06-14 03:00:00
2019-06-14 04:00:00,129.75,2019-06-14 04:00:00
2019-06-14 05:00:00,129.78,2019-06-14 05:00:00
2019-06-14 06:00:00,129.29,2019-06-14 06:00:00
2019-06-14 07:00:00,129.26,2019-06-14 07:00:00
2019-06-14 08:00:00,130.55,2019-06-14 08:00:00
2019-06-14 09:00:00,132.77,2019-06-14 09:00:00
2019-06-14 10:00:00,132.44,2019-06-14 10:00:00
2019-06-14 11:00:00,130.93,2019-06-14 11:00:00
2019-06-14 12:00:00,132.92,2019-06-14 12:00:00
2019-06-14 13:00:00,130.55,2019-06-14 13:00:00
2019-06-14 14:00:00,130.31,2019-06-14 14:00:00
2019-06-14 15:00:00,128.81,2019-06-14 15:00:00
2019-06-14 16:00:00,126.4,2019-06-14 16:00:00
2019-06-14 17:00:00,127.23,2019-06-14 17:00:00
2019-06-14 18:00:00,126.44,2019-06-14 18:00:00
2019-06-14 19:00:00,128.3,2019-06-14 19:00:00
2019-06-14 20:00:00,129.43,2019-06-14 20:00:00
2019-06-14 21:00:00,132.47,2019-06-14 21:00:00
2019-06-14 22:00:00,132.3,2019-06-14 22:00:00
2019-06-14 23:00:00,132.92,2019-06-14 23:00:00
2019-06-15 00:00:00,136.46,2019-06-15 00:00:00
2019-06-15 01:00:00,136.0,2019-06-15 01:00:00
2019-06-15 02:00:00,135.64,2019-06-15 02:00:00
2019-06-15 03:00:00,135.1,2019-06-15 03:00:00
2019-06-15 04:00:00,135.27,2019-06-15 04:00:00
2019-06-15 05:00:00,136.3,2019-06-15 05:00:00
2019-06-15 06:00:00,134.65,2019-06-15 06:00:00
2019-06-15 07:00:00,135.21,2019-06-15 07:00:00
2019-06-15 08:00:00,134.95,2019-06-15 08:00:00
2019-06-15 09:00:00,134.83,2019-06-15 09:00:00
2019-06-15 10:00:00,135.66,2019-06-15 10:00:00
2019-06-15 11:00:00,136.12,2019-06-15 11:00:00
2019-06-15 12:00:00,135.15,2019-06-15 12:00:00
2019-06-15 13:00:00,135.36,2019-06-15 13:00:00
2019-06-15 14:00:00,136.13,2019-06-15 14:00:00
2019-06-15 15:00:00,135.42,2019-06-15 15:00:00
2019-06-15 16:00:00,139.67,2019-06-15 16:00:00
2019-06-15 17:00:00,138.34,2019-06-15 17:00:00
2019-06-15 18:00:00,138.51,2019-06-15 18:00:00
2019-06-15 19:00:00,138.72,2019-06-15 19:00:00
2019-06-15 20:00:00,137.93,2019-06-15 20:00:00
2019-06-15 21:00:00,137.08,2019-06-15 21:00:00
2019-06-15 22:00:00,137.84,2019-06-15 22:00:00
2019-06-15 23:00:00,138.57,2019-06-15 23:00:00
2019-06-16 00:00:00,136.44,2019-06-16 00:00:00
2019-06-16 01:00:00,136.89,2019-06-16 01:00:00
2019-06-16 02:00:00,136.84,2019-06-16 02:00:00
2019-06-16 03:00:00,136.29,2019-06-16 03:00:00
2019-06-16 04:00:00,136.93,2019-06-16 04:00:00
2019-06-16 05:00:00,138.32,2019-06-16 05:00:00
2019-06-16 06:00:00,137.79,2019-06-16 06:00:00
2019-06-16 07:00:00,137.63,2019-06-16 07:00:00
2019-06-16 08:00:00,135.47,2019-06-16 08:00:00
2019-06-16 09:00:00,134.24,2019-06-16 09:00:00
2019-06-16 10:00:00,134.98,2019-06-16 10:00:00
2019-06-16 11:00:00,134.77,2019-06-16 11:00:00
2019-06-16 12:00:00,134.53,2019-06-16 12:00:00
2019-06-16 13:00:00,135.91,2019-06-16 13:00:00
2019-06-16 14:00:00,135.58,2019-06-16 14:00:00
2019-06-16 15:00:00,135.39,2019-06-16 15:00:00
