datetime,ltc,ds
2018-10-16 13:00:00,54.6,2018-10-16 13:00:00
2018-10-16 14:00:00,53.84,2018-10-16 14:00:00
2018-10-16 15:00:00,53.67,2018-10-16 15:00:00
2018-10-16 16:00:00,52.88,2018-10-16 16:00:00
2018-10-16 17:00:00,52.95,2018-10-16 17:00:00
2018-10-16 18:00:00,53.02,2018-10-16 18:00:00
2018-10-16 19:00:00,52.9,2018-10-16 19:00:00
2018-10-16 20:00:00,53.02,2018-10-16 20:00:00
2018-10-16 21:00:00,53.14,2018-10-16 21:00:00
2018-10-16 22:00:00,53.01,2018-10-16 22:00:00
2018-10-16 23:00:00,53.25,2018-10-16 23:00:00
2018-10-17 00:00:00,53.19,2018-10-17 00:00:00
2018-10-17 01:00:00,53.19,2018-10-17 01:00:00
2018-10-17 02:00:00,53.0,2018-10-17 02:00:00
2018-10-17 03:00:00,52.92,2018-10-17 03:00:00
2018-10-17 04:00:00,52.73,2018-10-17 04:00:00
2018-10-17 05:00:00,52.7,2018-10-17 05:00:00
2018-10-17 06:00:00,54.49,2018-10-17 06:00:00
2018-10-17 07:00:00,52.82,2018-10-17 07:00:00
2018-10-17 08:00:00,52.8,2018-10-17 08:00:00
2018-10-17 09:00:00,52.69,2018-10-17 09:00:00
2018-10-17 10:00:00,52.63,2018-10-17 10:00:00
2018-10-17 11:00:00,52.53,2018-10-17 11:00:00
2018-10-17 12:00:00,52.56,2018-10-17 12:00:00
2018-10-17 13:00:00,52.46,2018-10-17 13:00:00
2018-10-17 14:00:00,53.0,2018-10-17 14:00:00
2018-10-17 15:00:00,52.99,2018-10-17 15:00:00
2018-10-17 16:00:00,52.87,2018-10-17 16:00:00
2018-10-17 17:00:00,52.83,2018-10-17 17:00:00
2018-10-17 18:00:00,52.79,2018-10-17 18:00:00
2018-10-17 19:00:00,52.75,2018-10-17 19:00:00
2018-10-17 20:00:00,52.9,2018-10-17 20:00:00
2018-10-17 21:00:00,53.76,2018-10-17 21:00:00
2018-10-17 22:00:00,53.09,2018-10-17 22:00:00
2018-10-17 23:00:00,53.26,2018-10-17 23:00:00
2018-10-18 00:00:00,53.29,2018-10-18 00:00:00
2018-10-18 01:00:00,53.22,2018-10-18 01:00:00
2018-10-18 02:00:00,53.0,2018-10-18 02:00:00
2018-10-18 03:00:00,53.52,2018-10-18 03:00:00
2018-10-18 04:00:00,53.4,2018-10-18 04:00:00
2018-10-18 05:00:00,53.33,2018-10-18 05:00:00
2018-10-18 06:00:00,52.9,2018-10-18 06:00:00
2018-10-18 07:00:00,52.9,2018-10-18 07:00:00
2018-10-18 08:00:00,53.0,2018-10-18 08:00:00
2018-10-18 09:00:00,52.78,2018-10-18 09:00:00
2018-10-18 10:00:00,52.92,2018-10-18 10:00:00
2018-10-18 11:00:00,52.73,2018-10-18 11:00:00
2018-10-18 12:00:00,52.6,2018-10-18 12:00:00
2018-10-18 13:00:00,52.59,2018-10-18 13:00:00
2018-10-18 14:00:00,52.6,2018-10-18 14:00:00
2018-10-18 15:00:00,52.33,2018-10-18 15:00:00
2018-10-18 16:00:00,52.0,2018-10-18 16:00:00
2018-10-18 17:00:00,51.69,2018-10-18 17:00:00
2018-10-18 18:00:00,51.44,2018-10-18 18:00:00
2018-10-18 19:00:00,51.69,2018-10-18 19:00:00
2018-10-18 20:00:00,51.45,2018-10-18 20:00:00
2018-10-18 21:00:00,51.61,2018-10-18 21:00:00
2018-10-18 22:00:00,51.71,2018-10-18 22:00:00
2018-10-18 23:00:00,51.98,2018-10-18 23:00:00
2018-10-19 00:00:00,52.04,2018-10-19 00:00:00
2018-10-19 01:00:00,51.99,2018-10-19 01:00:00
2018-10-19 02:00:00,51.9,2018-10-19 02:00:00
2018-10-19 03:00:00,51.88,2018-10-19 03:00:00
2018-10-19 04:00:00,51.9,2018-10-19 04:00:00
2018-10-19 05:00:00,51.83,2018-10-19 05:00:00
2018-10-19 06:00:00,51.67,2018-10-19 06:00:00
2018-10-19 07:00:00,51.46,2018-10-19 07:00:00
2018-10-19 08:00:00,51.67,2018-10-19 08:00:00
2018-10-19 09:00:00,52.21,2018-10-19 09:00:00
2018-10-19 10:00:00,52.19,2018-10-19 10:00:00
2018-10-19 11:00:00,52.39,2018-10-19 11:00:00
2018-10-19 12:00:00,52.49,2018-10-19 12:00:00
2018-10-19 13:00:00,52.4,2018-10-19 13:00:00
2018-10-19 14:00:00,52.54,2018-10-19 14:00:00
2018-10-19 15:00:00,52.64,2018-10-19 15:00:00
2018-10-19 16:00:00,52.76,2018-10-19 16:00:00
2018-10-19 17:00:00,52.8,2018-10-19 17:00:00
2018-10-19 18:00:00,52.71,2018-10-19 18:00:00
2018-10-19 19:00:00,52.74,2018-10-19 19:00:00
2018-10-19 20:00:00,52.99,2018-10-19 20:00:00
2018-10-19 21:00:00,52.72,2018-10-19 21:00:00
2018-10-19 22:00:00,52.78,2018-10-19 22:00:00
2018-10-19 23:00:00,52.78,2018-10-19 23:00:00
2018-10-20 00:00:00,52.78,2018-10-20 00:00:00
2018-10-20 01:00:00,52.78,2018-10-20 01:00:00
2018-10-20 02:00:00,52.78,2018-10-20 02:00:00
2018-10-20 03:00:00,52.75,2018-10-20 03:00:00
2018-10-20 04:00:00,52.49,2018-10-20 04:00:00
2018-10-20 05:00:00,52.25,2018-10-20 05:00:00
2018-10-20 06:00:00,53.21,2018-10-20 06:00:00
2018-10-20 07:00:00,52.92,2018-10-20 07:00:00
2018-10-20 08:00:00,52.54,2018-10-20 08:00:00
2018-10-20 09:00:00,52.78,2018-10-20 09:00:00
2018-10-20 10:00:00,52.74,2018-10-20 10:00:00
2018-10-20 11:00:00,52.74,2018-10-20 11:00:00
2018-10-20 12:00:00,52.78,2018-10-20 12:00:00
2018-10-20 13:00:00,52.85,2018-10-20 13:00:00
2018-10-20 14:00:00,52.95,2018-10-20 14:00:00
2018-10-20 15:00:00,52.76,2018-10-20 15:00:00
2018-10-20 16:00:00,52.67,2018-10-20 16:00:00
2018-10-20 17:00:00,52.7,2018-10-20 17:00:00
2018-10-20 18:00:00,52.74,2018-10-20 18:00:00
2018-10-20 19:00:00,52.98,2018-10-20 19:00:00
2018-10-20 20:00:00,53.34,2018-10-20 20:00:00
2018-10-20 21:00:00,53.11,2018-10-20 21:00:00
2018-10-20 22:00:00,53.0,2018-10-20 22:00:00
2018-10-20 23:00:00,53.24,2018-10-20 23:00:00
2018-10-21 00:00:00,53.34,2018-10-21 00:00:00
2018-10-21 01:00:00,53.34,2018-10-21 01:00:00
2018-10-21 02:00:00,53.1,2018-10-21 02:00:00
2018-10-21 03:00:00,53.24,2018-10-21 03:00:00
2018-10-21 04:00:00,52.95,2018-10-21 04:00:00
2018-10-21 05:00:00,52.78,2018-10-21 05:00:00
2018-10-21 06:00:00,52.93,2018-10-21 06:00:00
2018-10-21 07:00:00,52.92,2018-10-21 07:00:00
2018-10-21 08:00:00,52.94,2018-10-21 08:00:00
2018-10-21 09:00:00,52.96,2018-10-21 09:00:00
2018-10-21 10:00:00,52.85,2018-10-21 10:00:00
2018-10-21 11:00:00,52.74,2018-10-21 11:00:00
2018-10-21 12:00:00,52.67,2018-10-21 12:00:00
2018-10-21 13:00:00,52.74,2018-10-21 13:00:00
2018-10-21 14:00:00,53.0,2018-10-21 14:00:00
2018-10-21 15:00:00,52.81,2018-10-21 15:00:00
2018-10-21 16:00:00,53.02,2018-10-21 16:00:00
2018-10-21 17:00:00,52.79,2018-10-21 17:00:00
2018-10-21 18:00:00,52.96,2018-10-21 18:00:00
2018-10-21 19:00:00,52.95,2018-10-21 19:00:00
2018-10-21 20:00:00,52.95,2018-10-21 20:00:00
2018-10-21 21:00:00,52.92,2018-10-21 21:00:00
2018-10-21 22:00:00,52.62,2018-10-21 22:00:00
2018-10-21 23:00:00,52.32,2018-10-21 23:00:00
2018-10-22 00:00:00,52.08,2018-10-22 00:00:00
2018-10-22 01:00:00,52.47,2018-10-22 01:00:00
2018-10-22 02:00:00,52.11,2018-10-22 02:00:00
2018-10-22 03:00:00,52.09,2018-10-22 03:00:00
2018-10-22 04:00:00,52.23,2018-10-22 04:00:00
2018-10-22 05:00:00,52.53,2018-10-22 05:00:00
2018-10-22 06:00:00,52.53,2018-10-22 06:00:00
2018-10-22 07:00:00,52.53,2018-10-22 07:00:00
2018-10-22 08:00:00,52.07,2018-10-22 08:00:00
2018-10-22 09:00:00,52.07,2018-10-22 09:00:00
2018-10-22 10:00:00,52.35,2018-10-22 10:00:00
2018-10-22 11:00:00,52.23,2018-10-22 11:00:00
2018-10-22 12:00:00,52.09,2018-10-22 12:00:00
2018-10-22 13:00:00,51.88,2018-10-22 13:00:00
2018-10-22 14:00:00,51.6,2018-10-22 14:00:00
2018-10-22 15:00:00,51.7,2018-10-22 15:00:00
2018-10-22 16:00:00,51.79,2018-10-22 16:00:00
2018-10-22 17:00:00,51.83,2018-10-22 17:00:00
2018-10-22 18:00:00,51.58,2018-10-22 18:00:00
2018-10-22 19:00:00,51.61,2018-10-22 19:00:00
2018-10-22 20:00:00,52.14,2018-10-22 20:00:00
2018-10-22 21:00:00,51.84,2018-10-22 21:00:00
2018-10-22 22:00:00,51.87,2018-10-22 22:00:00
2018-10-22 23:00:00,51.68,2018-10-22 23:00:00
2018-10-23 00:00:00,52.09,2018-10-23 00:00:00
2018-10-23 01:00:00,51.91,2018-10-23 01:00:00
2018-10-23 02:00:00,51.79,2018-10-23 02:00:00
2018-10-23 03:00:00,51.62,2018-10-23 03:00:00
2018-10-23 04:00:00,51.71,2018-10-23 04:00:00
2018-10-23 05:00:00,51.79,2018-10-23 05:00:00
2018-10-23 06:00:00,51.71,2018-10-23 06:00:00
2018-10-23 07:00:00,51.71,2018-10-23 07:00:00
2018-10-23 08:00:00,51.71,2018-10-23 08:00:00
2018-10-23 09:00:00,51.71,2018-10-23 09:00:00
2018-10-23 10:00:00,51.32,2018-10-23 10:00:00
2018-10-23 11:00:00,51.63,2018-10-23 11:00:00
2018-10-23 12:00:00,52.31,2018-10-23 12:00:00
2018-10-23 13:00:00,52.11,2018-10-23 13:00:00
2018-10-23 14:00:00,52.11,2018-10-23 14:00:00
2018-10-23 15:00:00,51.95,2018-10-23 15:00:00
2018-10-23 16:00:00,51.93,2018-10-23 16:00:00
2018-10-23 17:00:00,51.8,2018-10-23 17:00:00
2018-10-23 18:00:00,51.89,2018-10-23 18:00:00
2018-10-23 19:00:00,52.09,2018-10-23 19:00:00
2018-10-23 20:00:00,52.03,2018-10-23 20:00:00
2018-10-23 21:00:00,52.34,2018-10-23 21:00:00
2018-10-23 22:00:00,52.13,2018-10-23 22:00:00
2018-10-23 23:00:00,52.22,2018-10-23 23:00:00
2018-10-24 00:00:00,52.28,2018-10-24 00:00:00
2018-10-24 01:00:00,52.24,2018-10-24 01:00:00
2018-10-24 02:00:00,52.23,2018-10-24 02:00:00
2018-10-24 03:00:00,52.12,2018-10-24 03:00:00
2018-10-24 04:00:00,52.23,2018-10-24 04:00:00
2018-10-24 05:00:00,52.32,2018-10-24 05:00:00
2018-10-24 06:00:00,52.12,2018-10-24 06:00:00
2018-10-24 07:00:00,52.0,2018-10-24 07:00:00
2018-10-24 08:00:00,52.17,2018-10-24 08:00:00
2018-10-24 09:00:00,52.0,2018-10-24 09:00:00
2018-10-24 10:00:00,52.24,2018-10-24 10:00:00
2018-10-24 11:00:00,52.19,2018-10-24 11:00:00
2018-10-24 12:00:00,52.19,2018-10-24 12:00:00
2018-10-24 13:00:00,52.41,2018-10-24 13:00:00
2018-10-24 14:00:00,52.42,2018-10-24 14:00:00
2018-10-24 15:00:00,52.17,2018-10-24 15:00:00
2018-10-24 16:00:00,52.1,2018-10-24 16:00:00
2018-10-24 17:00:00,52.16,2018-10-24 17:00:00
2018-10-24 18:00:00,51.99,2018-10-24 18:00:00
2018-10-24 19:00:00,52.05,2018-10-24 19:00:00
2018-10-24 20:00:00,52.19,2018-10-24 20:00:00
2018-10-24 21:00:00,51.96,2018-10-24 21:00:00
2018-10-24 22:00:00,51.81,2018-10-24 22:00:00
2018-10-24 23:00:00,51.98,2018-10-24 23:00:00
2018-10-25 00:00:00,52.2,2018-10-25 00:00:00
2018-10-25 01:00:00,51.74,2018-10-25 01:00:00
2018-10-25 02:00:00,51.93,2018-10-25 02:00:00
2018-10-25 03:00:00,51.72,2018-10-25 03:00:00
2018-10-25 04:00:00,51.9,2018-10-25 04:00:00
2018-10-25 05:00:00,51.86,2018-10-25 05:00:00
2018-10-25 06:00:00,51.89,2018-10-25 06:00:00
2018-10-25 07:00:00,51.75,2018-10-25 07:00:00
2018-10-25 08:00:00,51.71,2018-10-25 08:00:00
2018-10-25 09:00:00,51.6,2018-10-25 09:00:00
2018-10-25 10:00:00,51.71,2018-10-25 10:00:00
2018-10-25 11:00:00,51.71,2018-10-25 11:00:00
2018-10-25 12:00:00,51.86,2018-10-25 12:00:00
2018-10-25 13:00:00,51.87,2018-10-25 13:00:00
2018-10-25 14:00:00,51.77,2018-10-25 14:00:00
2018-10-25 15:00:00,51.75,2018-10-25 15:00:00
2018-10-25 16:00:00,51.72,2018-10-25 16:00:00
2018-10-25 17:00:00,51.8,2018-10-25 17:00:00
2018-10-25 18:00:00,51.8,2018-10-25 18:00:00
2018-10-25 19:00:00,51.89,2018-10-25 19:00:00
2018-10-25 20:00:00,51.92,2018-10-25 20:00:00
2018-10-25 21:00:00,51.77,2018-10-25 21:00:00
2018-10-25 22:00:00,51.94,2018-10-25 22:00:00
2018-10-25 23:00:00,51.92,2018-10-25 23:00:00
2018-10-26 00:00:00,51.64,2018-10-26 00:00:00
2018-10-26 01:00:00,51.74,2018-10-26 01:00:00
2018-10-26 02:00:00,51.75,2018-10-26 02:00:00
2018-10-26 03:00:00,51.68,2018-10-26 03:00:00
2018-10-26 04:00:00,51.5,2018-10-26 04:00:00
2018-10-26 05:00:00,51.73,2018-10-26 05:00:00
2018-10-26 06:00:00,51.79,2018-10-26 06:00:00
2018-10-26 07:00:00,51.28,2018-10-26 07:00:00
2018-10-26 08:00:00,51.3,2018-10-26 08:00:00
2018-10-26 09:00:00,52.09,2018-10-26 09:00:00
2018-10-26 10:00:00,52.09,2018-10-26 10:00:00
2018-10-26 11:00:00,52.0,2018-10-26 11:00:00
2018-10-26 12:00:00,51.77,2018-10-26 12:00:00
2018-10-26 13:00:00,51.78,2018-10-26 13:00:00
2018-10-26 14:00:00,51.79,2018-10-26 14:00:00
2018-10-26 15:00:00,51.62,2018-10-26 15:00:00
2018-10-26 16:00:00,51.85,2018-10-26 16:00:00
2018-10-26 17:00:00,51.9,2018-10-26 17:00:00
2018-10-26 18:00:00,51.66,2018-10-26 18:00:00
2018-10-26 19:00:00,51.6,2018-10-26 19:00:00
2018-10-26 20:00:00,51.66,2018-10-26 20:00:00
2018-10-26 21:00:00,51.84,2018-10-26 21:00:00
2018-10-26 22:00:00,51.87,2018-10-26 22:00:00
2018-10-26 23:00:00,51.46,2018-10-26 23:00:00
2018-10-27 00:00:00,51.92,2018-10-27 00:00:00
2018-10-27 01:00:00,51.53,2018-10-27 01:00:00
2018-10-27 02:00:00,51.52,2018-10-27 02:00:00
2018-10-27 03:00:00,51.88,2018-10-27 03:00:00
2018-10-27 04:00:00,51.88,2018-10-27 04:00:00
2018-10-27 05:00:00,51.92,2018-10-27 05:00:00
2018-10-27 06:00:00,51.51,2018-10-27 06:00:00
2018-10-27 07:00:00,51.92,2018-10-27 07:00:00
2018-10-27 08:00:00,51.56,2018-10-27 08:00:00
2018-10-27 09:00:00,51.81,2018-10-27 09:00:00
2018-10-27 10:00:00,51.75,2018-10-27 10:00:00
2018-10-27 11:00:00,51.75,2018-10-27 11:00:00
2018-10-27 12:00:00,51.7,2018-10-27 12:00:00
2018-10-27 13:00:00,51.7,2018-10-27 13:00:00
2018-10-27 14:00:00,51.45,2018-10-27 14:00:00
2018-10-27 15:00:00,51.49,2018-10-27 15:00:00
2018-10-27 16:00:00,51.5,2018-10-27 16:00:00
2018-10-27 17:00:00,51.61,2018-10-27 17:00:00
2018-10-27 18:00:00,51.44,2018-10-27 18:00:00
2018-10-27 19:00:00,51.63,2018-10-27 19:00:00
2018-10-27 20:00:00,51.61,2018-10-27 20:00:00
2018-10-27 21:00:00,51.67,2018-10-27 21:00:00
2018-10-27 22:00:00,51.74,2018-10-27 22:00:00
2018-10-27 23:00:00,51.74,2018-10-27 23:00:00
2018-10-28 00:00:00,51.67,2018-10-28 00:00:00
2018-10-28 01:00:00,51.65,2018-10-28 01:00:00
2018-10-28 02:00:00,51.64,2018-10-28 02:00:00
2018-10-28 03:00:00,51.59,2018-10-28 03:00:00
2018-10-28 04:00:00,51.6,2018-10-28 04:00:00
2018-10-28 05:00:00,51.6,2018-10-28 05:00:00
2018-10-28 06:00:00,51.6,2018-10-28 06:00:00
2018-10-28 07:00:00,51.46,2018-10-28 07:00:00
2018-10-28 08:00:00,51.46,2018-10-28 08:00:00
2018-10-28 09:00:00,51.46,2018-10-28 09:00:00
2018-10-28 10:00:00,51.46,2018-10-28 10:00:00
2018-10-28 11:00:00,51.46,2018-10-28 11:00:00
2018-10-28 12:00:00,51.64,2018-10-28 12:00:00
2018-10-28 13:00:00,51.69,2018-10-28 13:00:00
2018-10-28 14:00:00,51.64,2018-10-28 14:00:00
2018-10-28 15:00:00,51.61,2018-10-28 15:00:00
2018-10-28 16:00:00,51.53,2018-10-28 16:00:00
2018-10-28 17:00:00,51.41,2018-10-28 17:00:00
2018-10-28 18:00:00,51.41,2018-10-28 18:00:00
2018-10-28 19:00:00,51.26,2018-10-28 19:00:00
2018-10-28 20:00:00,51.35,2018-10-28 20:00:00
2018-10-28 21:00:00,51.34,2018-10-28 21:00:00
2018-10-28 22:00:00,51.28,2018-10-28 22:00:00
2018-10-28 23:00:00,51.28,2018-10-28 23:00:00
2018-10-29 00:00:00,51.47,2018-10-29 00:00:00
2018-10-29 01:00:00,51.59,2018-10-29 01:00:00
2018-10-29 02:00:00,51.6,2018-10-29 02:00:00
2018-10-29 03:00:00,51.65,2018-10-29 03:00:00
2018-10-29 04:00:00,51.49,2018-10-29 04:00:00
2018-10-29 05:00:00,51.54,2018-10-29 05:00:00
2018-10-29 06:00:00,51.46,2018-10-29 06:00:00
2018-10-29 07:00:00,51.44,2018-10-29 07:00:00
2018-10-29 08:00:00,51.51,2018-10-29 08:00:00
2018-10-29 09:00:00,51.38,2018-10-29 09:00:00
2018-10-29 10:00:00,51.38,2018-10-29 10:00:00
2018-10-29 11:00:00,50.44,2018-10-29 11:00:00
2018-10-29 12:00:00,48.29,2018-10-29 12:00:00
2018-10-29 13:00:00,48.54,2018-10-29 13:00:00
2018-10-29 14:00:00,49.02,2018-10-29 14:00:00
2018-10-29 15:00:00,48.92,2018-10-29 15:00:00
2018-10-29 16:00:00,48.84,2018-10-29 16:00:00
2018-10-29 17:00:00,48.95,2018-10-29 17:00:00
2018-10-29 18:00:00,48.98,2018-10-29 18:00:00
2018-10-29 19:00:00,48.81,2018-10-29 19:00:00
2018-10-29 20:00:00,48.75,2018-10-29 20:00:00
2018-10-29 21:00:00,48.49,2018-10-29 21:00:00
2018-10-29 22:00:00,48.71,2018-10-29 22:00:00
2018-10-29 23:00:00,48.83,2018-10-29 23:00:00
2018-10-30 00:00:00,48.74,2018-10-30 00:00:00
2018-10-30 01:00:00,48.8,2018-10-30 01:00:00
2018-10-30 02:00:00,48.7,2018-10-30 02:00:00
2018-10-30 03:00:00,48.71,2018-10-30 03:00:00
2018-10-30 04:00:00,48.99,2018-10-30 04:00:00
2018-10-30 05:00:00,49.11,2018-10-30 05:00:00
2018-10-30 06:00:00,48.88,2018-10-30 06:00:00
2018-10-30 07:00:00,49.21,2018-10-30 07:00:00
2018-10-30 08:00:00,48.99,2018-10-30 08:00:00
2018-10-30 09:00:00,48.92,2018-10-30 09:00:00
2018-10-30 10:00:00,48.99,2018-10-30 10:00:00
2018-10-30 11:00:00,49.01,2018-10-30 11:00:00
2018-10-30 12:00:00,48.99,2018-10-30 12:00:00
2018-10-30 13:00:00,49.0,2018-10-30 13:00:00
2018-10-30 14:00:00,48.99,2018-10-30 14:00:00
2018-10-30 15:00:00,49.05,2018-10-30 15:00:00
2018-10-30 16:00:00,48.89,2018-10-30 16:00:00
2018-10-30 17:00:00,48.79,2018-10-30 17:00:00
2018-10-30 18:00:00,48.76,2018-10-30 18:00:00
2018-10-30 19:00:00,48.73,2018-10-30 19:00:00
2018-10-30 20:00:00,48.78,2018-10-30 20:00:00
2018-10-30 21:00:00,48.91,2018-10-30 21:00:00
2018-10-30 22:00:00,49.13,2018-10-30 22:00:00
2018-10-30 23:00:00,49.12,2018-10-30 23:00:00
2018-10-31 00:00:00,49.12,2018-10-31 00:00:00
2018-10-31 01:00:00,49.16,2018-10-31 01:00:00
2018-10-31 02:00:00,49.26,2018-10-31 02:00:00
2018-10-31 03:00:00,49.2,2018-10-31 03:00:00
2018-10-31 04:00:00,49.14,2018-10-31 04:00:00
2018-10-31 05:00:00,49.0,2018-10-31 05:00:00
2018-10-31 06:00:00,48.91,2018-10-31 06:00:00
2018-10-31 07:00:00,48.91,2018-10-31 07:00:00
2018-10-31 08:00:00,48.73,2018-10-31 08:00:00
2018-10-31 09:00:00,48.63,2018-10-31 09:00:00
2018-10-31 10:00:00,48.63,2018-10-31 10:00:00
2018-10-31 11:00:00,48.82,2018-10-31 11:00:00
2018-10-31 12:00:00,49.06,2018-10-31 12:00:00
2018-10-31 13:00:00,48.53,2018-10-31 13:00:00
2018-10-31 14:00:00,48.49,2018-10-31 14:00:00
2018-10-31 15:00:00,50.02,2018-10-31 15:00:00
2018-10-31 16:00:00,49.87,2018-10-31 16:00:00
2018-10-31 17:00:00,49.9,2018-10-31 17:00:00
2018-10-31 18:00:00,49.8,2018-10-31 18:00:00
2018-10-31 19:00:00,49.8,2018-10-31 19:00:00
2018-10-31 20:00:00,49.71,2018-10-31 20:00:00
2018-10-31 21:00:00,49.74,2018-10-31 21:00:00
2018-10-31 22:00:00,49.66,2018-10-31 22:00:00
2018-10-31 23:00:00,49.42,2018-10-31 23:00:00
2018-11-01 00:00:00,49.69,2018-11-01 00:00:00
2018-11-01 01:00:00,49.65,2018-11-01 01:00:00
2018-11-01 02:00:00,49.66,2018-11-01 02:00:00
2018-11-01 03:00:00,49.48,2018-11-01 03:00:00
2018-11-01 04:00:00,49.51,2018-11-01 04:00:00
2018-11-01 05:00:00,49.58,2018-11-01 05:00:00
2018-11-01 06:00:00,49.57,2018-11-01 06:00:00
2018-11-01 07:00:00,49.58,2018-11-01 07:00:00
2018-11-01 08:00:00,49.58,2018-11-01 08:00:00
2018-11-01 09:00:00,49.63,2018-11-01 09:00:00
2018-11-01 10:00:00,49.63,2018-11-01 10:00:00
2018-11-01 11:00:00,49.6,2018-11-01 11:00:00
2018-11-01 12:00:00,49.54,2018-11-01 12:00:00
2018-11-01 13:00:00,49.51,2018-11-01 13:00:00
2018-11-01 14:00:00,49.61,2018-11-01 14:00:00
2018-11-01 15:00:00,49.66,2018-11-01 15:00:00
2018-11-01 16:00:00,49.78,2018-11-01 16:00:00
2018-11-01 17:00:00,49.76,2018-11-01 17:00:00
2018-11-01 18:00:00,49.96,2018-11-01 18:00:00
2018-11-01 19:00:00,49.95,2018-11-01 19:00:00
2018-11-01 20:00:00,50.12,2018-11-01 20:00:00
2018-11-01 21:00:00,50.14,2018-11-01 21:00:00
2018-11-01 22:00:00,50.25,2018-11-01 22:00:00
2018-11-01 23:00:00,50.17,2018-11-01 23:00:00
2018-11-02 00:00:00,50.35,2018-11-02 00:00:00
2018-11-02 01:00:00,50.82,2018-11-02 01:00:00
2018-11-02 02:00:00,50.79,2018-11-02 02:00:00
2018-11-02 03:00:00,50.79,2018-11-02 03:00:00
2018-11-02 04:00:00,50.84,2018-11-02 04:00:00
2018-11-02 05:00:00,50.78,2018-11-02 05:00:00
2018-11-02 06:00:00,50.44,2018-11-02 06:00:00
2018-11-02 07:00:00,50.46,2018-11-02 07:00:00
2018-11-02 08:00:00,50.5,2018-11-02 08:00:00
2018-11-02 09:00:00,50.33,2018-11-02 09:00:00
2018-11-02 10:00:00,50.5,2018-11-02 10:00:00
2018-11-02 11:00:00,50.5,2018-11-02 11:00:00
2018-11-02 12:00:00,50.63,2018-11-02 12:00:00
2018-11-02 13:00:00,51.16,2018-11-02 13:00:00
2018-11-02 14:00:00,51.54,2018-11-02 14:00:00
2018-11-02 15:00:00,51.39,2018-11-02 15:00:00
2018-11-02 16:00:00,51.29,2018-11-02 16:00:00
2018-11-02 17:00:00,51.5,2018-11-02 17:00:00
2018-11-02 18:00:00,51.39,2018-11-02 18:00:00
2018-11-02 19:00:00,51.43,2018-11-02 19:00:00
2018-11-02 20:00:00,51.4,2018-11-02 20:00:00
2018-11-02 21:00:00,51.25,2018-11-02 21:00:00
2018-11-02 22:00:00,51.25,2018-11-02 22:00:00
2018-11-02 23:00:00,51.42,2018-11-02 23:00:00
2018-11-03 00:00:00,50.82,2018-11-03 00:00:00
2018-11-03 01:00:00,51.33,2018-11-03 01:00:00
2018-11-03 02:00:00,50.91,2018-11-03 02:00:00
2018-11-03 03:00:00,51.21,2018-11-03 03:00:00
2018-11-03 04:00:00,51.13,2018-11-03 04:00:00
2018-11-03 05:00:00,51.14,2018-11-03 05:00:00
2018-11-03 06:00:00,51.14,2018-11-03 06:00:00
2018-11-03 07:00:00,51.0,2018-11-03 07:00:00
2018-11-03 08:00:00,51.0,2018-11-03 08:00:00
2018-11-03 09:00:00,50.55,2018-11-03 09:00:00
2018-11-03 10:00:00,50.55,2018-11-03 10:00:00
2018-11-03 11:00:00,50.55,2018-11-03 11:00:00
2018-11-03 12:00:00,51.27,2018-11-03 12:00:00
2018-11-03 13:00:00,51.06,2018-11-03 13:00:00
2018-11-03 14:00:00,51.06,2018-11-03 14:00:00
2018-11-03 15:00:00,51.27,2018-11-03 15:00:00
2018-11-03 16:00:00,50.95,2018-11-03 16:00:00
2018-11-03 17:00:00,51.13,2018-11-03 17:00:00
2018-11-03 18:00:00,51.3,2018-11-03 18:00:00
2018-11-03 19:00:00,51.21,2018-11-03 19:00:00
2018-11-03 20:00:00,51.28,2018-11-03 20:00:00
2018-11-03 21:00:00,51.07,2018-11-03 21:00:00
2018-11-03 22:00:00,51.0,2018-11-03 22:00:00
2018-11-03 23:00:00,50.96,2018-11-03 23:00:00
2018-11-04 00:00:00,50.75,2018-11-04 00:00:00
2018-11-04 01:00:00,50.75,2018-11-04 01:00:00
2018-11-04 02:00:00,50.91,2018-11-04 02:00:00
2018-11-04 03:00:00,50.9,2018-11-04 03:00:00
2018-11-04 04:00:00,50.8,2018-11-04 04:00:00
2018-11-04 05:00:00,51.1,2018-11-04 05:00:00
2018-11-04 06:00:00,51.75,2018-11-04 06:00:00
2018-11-04 07:00:00,51.36,2018-11-04 07:00:00
2018-11-04 08:00:00,52.0,2018-11-04 08:00:00
2018-11-04 09:00:00,53.24,2018-11-04 09:00:00
2018-11-04 10:00:00,53.21,2018-11-04 10:00:00
2018-11-04 11:00:00,52.8,2018-11-04 11:00:00
2018-11-04 12:00:00,52.88,2018-11-04 12:00:00
2018-11-04 13:00:00,52.94,2018-11-04 13:00:00
2018-11-04 14:00:00,53.19,2018-11-04 14:00:00
2018-11-04 15:00:00,54.15,2018-11-04 15:00:00
2018-11-04 16:00:00,55.14,2018-11-04 16:00:00
2018-11-04 17:00:00,55.33,2018-11-04 17:00:00
2018-11-04 18:00:00,55.06,2018-11-04 18:00:00
2018-11-04 19:00:00,54.0,2018-11-04 19:00:00
2018-11-04 20:00:00,53.91,2018-11-04 20:00:00
2018-11-04 21:00:00,54.24,2018-11-04 21:00:00
2018-11-04 22:00:00,53.9,2018-11-04 22:00:00
